# timestamp tx ty tz qx qy qz qw
1413393889.305760622 -1.015436432 0.458705163 1.397029122 -0.554498442 -0.582407938 0.427926280 0.412567050
1413393889.355760574 -1.015376624 0.459123341 1.396674429 -0.555394746 -0.582944951 0.426938509 0.411625278
1413393889.405760527 -1.014715045 0.459689505 1.396536590 -0.556265810 -0.583339997 0.426269568 0.410581358
1413393889.455760479 -1.013334405 0.460323419 1.396330870 -0.556976144 -0.583666673 0.425304508 0.410154685
1413393889.505760670 -1.011750133 0.461062362 1.395857281 -0.558525367 -0.584327710 0.424014405 0.408438890
1413393889.555760384 -1.010205904 0.462079037 1.395367530 -0.561274915 -0.586917464 0.419761684 0.405337500
1413393889.605760574 -1.008505239 0.463467194 1.395953331 -0.563939674 -0.589465298 0.415292406 0.402535619
1413393889.655760527 -1.006321228 0.465400679 1.398034862 -0.566449414 -0.592470432 0.409463329 0.400566638
1413393889.705760717 -1.004042676 0.467315479 1.402944100 -0.566668669 -0.595585848 0.403783556 0.401401242
1413393889.755760431 -1.003491576 0.462977495 1.411018599 -0.565460891 -0.601234895 0.395972624 0.402462748
1413393889.805760622 -1.002348804 0.463511226 1.423765919 -0.565242817 -0.603594146 0.391577085 0.403536927
1413393889.855760574 -1.021897275 0.464669552 1.446379347 -0.566676288 -0.607752807 0.382925238 0.403587378
1413393889.905760527 -1.025690374 0.463349104 1.469179287 -0.563577805 -0.610649666 0.378409905 0.407790371
1413393889.955760479 -1.030755616 0.460634710 1.496496758 -0.559091455 -0.611583588 0.376316728 0.414449007
1413393890.005760670 -1.037058618 0.455978861 1.527239027 -0.553967074 -0.611887921 0.375808152 0.421285991
1413393890.055760384 -1.044387266 0.449971450 1.560395211 -0.551901970 -0.609417195 0.378723663 0.424950921
1413393890.105760574 -1.052550144 0.442447266 1.594601040 -0.552468147 -0.605677489 0.383845426 0.424966370
1413393890.155760527 -1.060957805 0.433299068 1.627434599 -0.553301872 -0.601499715 0.389551334 0.424623231
1413393890.205760717 -1.069772493 0.422850965 1.655999518 -0.554801802 -0.597954510 0.394272074 0.423314181
1413393890.255760431 -1.078950113 0.411271976 1.679866285 -0.555935230 -0.594866156 0.398511032 0.422207571
1413393890.305760622 -1.088495825 0.398969768 1.698785265 -0.557589916 -0.592276707 0.401812695 0.420533408
1413393890.355760574 -1.098215092 0.385993364 1.712619183 -0.559073059 -0.590571966 0.403930535 0.418929816
