# timestamp tx ty tz qx qy qz qw
1403715889.484058142 0.918584454 2.046856152 1.017604146 -0.547991060 0.621257830 -0.439966373 0.346661360
1403715889.534058094 0.918590594 2.046924550 1.017657510 -0.547978801 0.621298575 -0.439918014 0.346669086
1403715889.584058285 0.918559081 2.047098154 1.017791108 -0.547994849 0.621330148 -0.439865245 0.346654091
1403715889.634057999 0.918519191 2.047348336 1.018022029 -0.548001644 0.621355535 -0.439813452 0.346663562
1403715889.684058189 0.918464892 2.047661257 1.018336547 -0.547995076 0.621402095 -0.439771218 0.346644066
1403715889.734058142 0.918330923 2.048136123 1.018725382 -0.548061052 0.621395808 -0.439605780 0.346760857
1403715889.784058094 0.918188973 2.048566956 1.019162719 -0.548020028 0.621525018 -0.439545938 0.346669972
1403715889.834058046 0.918036135 2.049079756 1.019756255 -0.547892152 0.621501878 -0.439702294 0.346715299
1403715889.884058237 0.917933536 2.049653705 1.020346739 -0.547817543 0.621560697 -0.439668027 0.346771200
1403715889.934058189 0.917893335 2.050288263 1.021015590 -0.547628677 0.621703733 -0.439763878 0.346691553
1403715889.984058142 0.917859565 2.050972023 1.021743894 -0.547601106 0.621809079 -0.439733744 0.346584379
1403715890.034058094 0.918796555 2.048266007 1.018817524 -0.547513489 0.621868890 -0.439541929 0.346858696
1403715890.084058285 0.918873062 2.048681972 1.019090148 -0.547586865 0.621817405 -0.439521674 0.346860835
1403715890.134057999 0.918963262 2.049128100 1.019386904 -0.547484934 0.621954851 -0.439424158 0.346898861
1403715890.184058189 0.919077488 2.049709804 1.019704898 -0.547616431 0.621831416 -0.439419289 0.346918755
1403715890.234058142 0.919218714 2.050390686 1.020000877 -0.547606238 0.621807145 -0.439488169 0.346891096
1403715890.284058094 0.919448675 2.051173805 1.020274303 -0.547665876 0.621951693 -0.439280740 0.346800536
1403715890.334058046 0.919688951 2.052113865 1.020580594 -0.547859194 0.621825159 -0.439246612 0.346765323
1403715890.384058237 0.919980184 2.053086201 1.020896413 -0.547816301 0.621864315 -0.439141864 0.346895514
1403715890.434058189 0.920374617 2.054195505 1.021147625 -0.548015979 0.621851656 -0.439021850 0.346754696
1403715890.484058142 0.920725930 2.055425999 1.021478238 -0.548102103 0.621764785 -0.438998814 0.346803516
1403715890.534058094 0.921110410 2.056721183 1.021812170 -0.548020100 0.621849856 -0.439053875 0.346710862
1403715890.584058285 0.921581629 2.058101987 1.022169204 -0.548072336 0.621924932 -0.439068978 0.346474423
1403715890.634057999 0.915111644 2.050077262 1.011781965 -0.546283601 0.622547386 -0.439112950 0.348121813
1403715890.684058189 0.914602775 2.051881507 1.010385235 -0.545894572 0.622642294 -0.439408831 0.348188984
1403715890.734058142 0.914005334 2.054115338 1.008746544 -0.545771645 0.622656780 -0.439679311 0.348014296
1403715890.784058094 0.913871851 2.055581350 1.008281426 -0.545652079 0.622744596 -0.439756996 0.347946492
1403715890.834058046 0.913798480 2.057110407 1.008339491 -0.545463983 0.622760682 -0.440061977 0.347827014
1403715890.884058237 0.913582605 2.058525820 1.007796019 -0.545237712 0.622857927 -0.440284905 0.347725528
1403715890.934058189 0.913345586 2.059750687 1.007307405 -0.545047636 0.623031867 -0.440362809 0.347613239
1403715890.984058142 0.913114582 2.060808297 1.007252560 -0.544980740 0.623048303 -0.440525018 0.347483113
1403715891.034058094 0.913109830 2.061524802 1.007783157 -0.544939826 0.623124134 -0.440579667 0.347341989
1403715891.084058285 0.912931629 2.062264339 1.007704099 -0.544864826 0.623176041 -0.440685764 0.347231913
1403715891.134057999 0.913196808 2.062136260 1.008970321 -0.545004143 0.623239100 -0.440471776 0.347171604
1403715891.184058189 0.913051845 2.062633955 1.009192271 -0.544949772 0.623268821 -0.440593348 0.347049310
