timestamp_ns,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1413394882805760512,-1.051690947,0.362687426,1.310783844,0.415290180,-0.544196105,-0.579164458,0.442666009
1413394882855760384,-1.052484090,0.362419488,1.310810371,0.415234955,-0.544353747,-0.579071703,0.442645335
1413394882905760512,-1.053069446,0.362254067,1.310793876,0.415378904,-0.544389123,-0.578991753,0.442571350
1413394882955760384,-1.053416955,0.362065948,1.310805361,0.415394796,-0.544457810,-0.578944989,0.442533113
1413394883005760512,-1.053654091,0.361935796,1.310767397,0.415278631,-0.544517264,-0.578973871,0.442531201
1413394883055760384,-1.053773949,0.361856274,1.310781625,0.415243813,-0.544494447,-0.579016570,0.442536082
1413394883105760512,-1.053849623,0.361789197,1.310772963,0.415216981,-0.544492975,-0.579000390,0.442584238
1413394883155760384,-1.053915062,0.361829802,1.310775732,0.415302329,-0.544451275,-0.578984329,0.442576471
1413394883205760512,-1.053935514,0.361885782,1.310783579,0.415350694,-0.544501225,-0.578896130,0.442585006
1413394883255760384,-1.053928949,0.361925076,1.310828137,0.415316404,-0.544572017,-0.578842748,0.442599905
1413394883305760512,-1.053868225,0.361976825,1.310842094,0.415285565,-0.544589582,-0.578861181,0.442583122
1413394883355760384,-1.053776353,0.361973647,1.310893739,0.415142098,-0.544611988,-0.578900320,0.442638950
1413394883405760512,-1.053750457,0.362015964,1.310919300,0.415148298,-0.544557033,-0.578929631,0.442662412
1413394883455760384,-1.053660432,0.362083818,1.310950166,0.415143795,-0.544522473,-0.578955695,0.442675060
1413394883505760512,-1.053626581,0.362146974,1.310959090,0.415208418,-0.544515465,-0.578923807,0.442664776
1413394883555760384,-1.053617861,0.362245399,1.310994447,0.415226361,-0.544553302,-0.578928857,0.442594791
1413394883605760512,-1.053597149,0.362180156,1.311030685,0.415087463,-0.544459218,-0.579399023,0.442225430
1413394883655760384,-1.053399620,0.362059300,1.311132267,0.414915144,-0.544366938,-0.579413099,0.442482227
1413394883705760512,-1.053407705,0.362062762,1.311143323,0.414803618,-0.544623622,-0.578979833,0.442837918
1413394883755760384,-1.053414908,0.361990596,1.311074163,0.414928474,-0.544546745,-0.579111418,0.442643389
1413394883805760512,-1.053340982,0.361939721,1.310921338,0.415048847,-0.544529143,-0.579165909,0.442480865
1413394883855760384,-1.053285861,0.361957921,1.310917060,0.414999528,-0.544650137,-0.578963349,0.442643266
1413394883905760512,-1.053271982,0.362001626,1.310857641,0.415072894,-0.544657105,-0.578837215,0.442730853
1413394883955760384,-1.053232011,0.361960549,1.310742636,0.415011145,-0.544637683,-0.579043286,0.442543125
1413394884005760512,-1.053244484,0.362011775,1.310735988,0.415176454,-0.544620840,-0.578890868,0.442608197
1413394884055760384,-1.053289338,0.361982308,1.310769763,0.415029279,-0.544684820,-0.578844500,0.442728121
1413394884105760512,-1.053381100,0.362033184,1.310686645,0.415182652,-0.544631112,-0.578891536,0.442588868
1413394884155760384,-1.053409889,0.362023523,1.310712458,0.414988414,-0.544733180,-0.578912792,0.442617619
1413394884205760512,-1.053414101,0.362085834,1.310757766,0.415187860,-0.544680991,-0.578795900,0.442647676
1413394884255760384,-1.053347294,0.362070087,1.310799752,0.415007872,-0.544713017,-0.578910459,0.442627243
1413394884305760512,-1.053400024,0.362051817,1.310840560,0.415019581,-0.544718495,-0.578932300,0.442580953
1413394884355760384,-1.053410391,0.361982256,1.310883624,0.415012549,-0.544645253,-0.579073061,0.442493528
1413394884405760512,-1.053348780,0.361947522,1.310922590,0.414933321,-0.544678045,-0.578969308,0.442663198
1413394884455760384,-1.053376024,0.361992925,1.310996193,0.415010170,-0.544752740,-0.578955276,0.442517569
1413394884505760512,-1.053452181,0.361932794,1.310981605,0.414881254,-0.544820180,-0.579050652,0.442430627
1413394884555760384,-1.053406734,0.361912599,1.310988838,0.414984964,-0.544744080,-0.579028896,0.442455540
1413394884605760512,-1.053433858,0.361985035,1.310970101,0.414998642,-0.544839180,-0.578914068,0.442475871
1413394884655760384,-1.053464657,0.362014331,1.310951909,0.414988920,-0.544856230,-0.578868092,0.442524143
1413394884705760512,-1.053413741,0.362046304,1.310977094,0.415074414,-0.544793129,-0.578919566,0.442454306
1413394884755760384,-1.053452282,0.362110097,1.310943181,0.415118227,-0.544817457,-0.578911896,0.442393278
1413394884805760512,-1.053425805,0.362058618,1.311050187,0.414960546,-0.544775281,-0.578930894,0.442568254
1413394884855760384,-1.053406281,0.362166713,1.311027827,0.415140034,-0.544731463,-0.578920158,0.442467892
1413394884905760512,-1.053454785,0.362288597,1.311012135,0.415038802,-0.544892946,-0.578805187,0.442514436
1413394884955760384,-1.053428576,0.362201725,1.310960226,0.415131331,-0.544722053,-0.578796851,0.442648922
1413394885005760512,-1.053369912,0.362226400,1.310888428,0.415144850,-0.544780824,-0.578749838,0.442625386
1413394885055760384,-1.053371335,0.362149137,1.310842579,0.415022893,-0.544752700,-0.578796836,0.442712906
1413394885105760512,-1.053357524,0.362189432,1.310845266,0.415022439,-0.544797670,-0.578775918,0.442685340
1413394885155760384,-1.053351445,0.362172780,1.310834964,0.415174945,-0.544755021,-0.578698012,0.442696672
1413394885205760512,-1.053385284,0.362088666,1.310836748,0.414942096,-0.544762510,-0.578835986,0.442725384
1413394885255760384,-1.053397235,0.362159329,1.310864523,0.415126965,-0.544782560,-0.578706538,0.442696633
1413394885305760512,-1.053349770,0.362078127,1.310880179,0.415065182,-0.544742046,-0.578762501,0.442731257
1413394885355760384,-1.053322052,0.362059499,1.310928951,0.414886295,-0.544745429,-0.578864336,0.442761630
1413394885405760512,-1.053367712,0.362088783,1.310948207,0.415104712,-0.544777649,-0.578678063,0.442760761
1413394885455760384,-1.053336966,0.362048605,1.310946266,0.415065527,-0.544769061,-0.578709584,0.442766865
1413394885505760512,-1.053294959,0.361994187,1.310902622,0.414828643,-0.544811118,-0.578820013,0.442792768
