# timestamp tx ty tz qx qy qz qw
1413393889.305760622 -1.015436432 0.458705163 1.397029122 -0.554498442 -0.582407938 0.427926280 0.412567050
1413393889.355760574 -1.015376624 0.459123341 1.396674429 -0.555394746 -0.582944951 0.426938509 0.411625278
1413393889.405760527 -1.014715045 0.459689505 1.396536590 -0.556265810 -0.583339997 0.426269568 0.410581358
1413393889.455760479 -1.013334405 0.460323419 1.396330870 -0.556976144 -0.583666673 0.425304508 0.410154685
1413393889.505760670 -1.011750133 0.461062362 1.395857281 -0.558525367 -0.584327710 0.424014405 0.408438890
1413393889.555760384 -1.010205904 0.462079037 1.395367530 -0.561274915 -0.586917464 0.419761684 0.405337500
1413393889.605760574 -1.008505239 0.463467194 1.395953331 -0.563939674 -0.589465298 0.415292406 0.402535619
1413393889.655760527 -1.006321228 0.465400679 1.398034862 -0.566449414 -0.592470432 0.409463329 0.400566638
1413393889.705760717 -1.004042676 0.467315479 1.402944100 -0.566668669 -0.595585848 0.403783556 0.401401242
1413393889.755760431 -1.036337501 0.469593742 1.414229403 -0.573197663 -0.605061206 0.389877941 0.391587240
1413393889.805760622 -1.022359551 0.465993009 1.432145415 -0.570120790 -0.601368428 0.390868431 0.400674642
1413393889.855760574 -1.025596043 0.466624621 1.450488066 -0.568842664 -0.604130158 0.385884233 0.403160185
1413393889.905760527 -1.029806211 0.466393653 1.473754390 -0.565806203 -0.606445171 0.382018520 0.407614334
1413393889.955760479 -1.035138255 0.465049933 1.501553272 -0.561384350 -0.606783996 0.380557677 0.414531843
1413393890.005760670 -1.041524512 0.462063737 1.532799053 -0.556317077 -0.606485221 0.380675270 0.421631742
1413393890.055760384 -1.048716745 0.458040958 1.566474270 -0.554265058 -0.603394237 0.384219977 0.425535721
1413393890.105760574 -1.056497219 0.452826570 1.601216048 -0.554801231 -0.599025055 0.389981279 0.425768928
1413393890.155760527 -1.064267677 0.446302880 1.634598982 -0.555591130 -0.594207441 0.396321165 0.425635463
1413393890.205760717 -1.072191606 0.438776444 1.663726411 -0.557041763 -0.590026839 0.401683030 0.424527440
1413393890.255760431 -1.080199907 0.430429933 1.688167201 -0.558126919 -0.586300353 0.406559181 0.423622321
1413393890.305760622 -1.088269976 0.421686785 1.707666347 -0.559732860 -0.583078454 0.410504914 0.422142580
1413393890.355760574 -1.096180401 0.412611977 1.722083451 -0.561177778 -0.580747963 0.413270401 0.420736117
