# timestamp tx ty tz qx qy qz qw
1403715275.512143135 0.893467243 2.162240787 1.011226931 -0.625556433 0.544607692 -0.360693211 0.426593505
1403715275.562143087 0.893390804 2.162282708 1.011225416 -0.625497672 0.544649093 -0.360699837 0.426621208
1403715275.612143278 0.893175402 2.162458602 1.011236696 -0.625494777 0.544700399 -0.360657147 0.426596041
1403715275.662142992 0.892842273 2.162818428 1.011293609 -0.625468459 0.544734499 -0.360611936 0.426629305
1403715275.712143183 0.892435835 2.163359118 1.011359343 -0.625503643 0.544716971 -0.360556112 0.426647283
1403715275.762143135 0.891911554 2.164024698 1.011479399 -0.625492106 0.544744094 -0.360511911 0.426666919
1403715275.812143087 0.891273933 2.164801625 1.011652356 -0.625460024 0.544791459 -0.360485727 0.426675597
1403715275.862143040 0.890499689 2.165701456 1.011936427 -0.625350609 0.544751108 -0.360574527 0.426812438
1403715275.912143230 0.889612285 2.166771553 1.012318093 -0.625257097 0.544756868 -0.360662833 0.426867471
1403715275.962142944 0.888471283 2.167982924 1.012898047 -0.624991806 0.544555996 -0.360987003 0.427238098
1403715276.012143135 0.887408351 2.169345605 1.013413381 -0.624845673 0.544642954 -0.360994834 0.427334374
1403715276.062143087 0.886317411 2.170905330 1.013823653 -0.625006451 0.544709347 -0.360891209 0.427102094
1403715276.112143278 0.885192548 2.172549309 1.014047113 -0.625159819 0.544835888 -0.360661021 0.426910626
1403715276.162142992 0.883736090 2.174272580 1.014310275 -0.625020691 0.544891127 -0.360643083 0.427058968
1403715276.212143183 0.882214515 2.176124755 1.014660041 -0.625131699 0.544879123 -0.360622344 0.426929297
1403715276.262143135 0.880635566 2.178067260 1.015045940 -0.625075967 0.544973335 -0.360544284 0.426956577
1403715276.312143087 0.878988316 2.180131329 1.015429189 -0.625099039 0.545020975 -0.360488757 0.426908870
1403715276.362143040 0.877228826 2.182349241 1.015970397 -0.625110843 0.545073705 -0.360437473 0.426867566
1403715276.412143230 0.875355049 2.184723972 1.016588197 -0.625121217 0.545122583 -0.360371575 0.426845595
1403715276.462142944 0.873370615 2.187249621 1.017261684 -0.625082133 0.545105023 -0.360434759 0.426871908
1403715276.512143135 0.871178576 2.189863877 1.018196289 -0.624889994 0.544970310 -0.360529090 0.427245399
1403715276.562143087 0.869049364 2.192538836 1.019104437 -0.624901484 0.545071428 -0.360505907 0.427119146
1403715276.612143278 0.866941837 2.195380174 1.019700698 -0.624987862 0.545174180 -0.360368150 0.426977848
1403715276.662142992 0.864702316 2.198372174 1.020325202 -0.624967135 0.545216740 -0.360314827 0.426998844
1403715276.712143183 0.862266671 2.201518072 1.021178386 -0.624942045 0.545128270 -0.360407047 0.427070685
1403715276.762143135 0.859759232 2.204678345 1.022095941 -0.624786123 0.545098591 -0.360411318 0.427333018
1403715276.812143087 0.857443010 2.207982772 1.022889162 -0.624821025 0.545223290 -0.360286835 0.427227864
1403715276.862143040 0.855065954 2.211423399 1.023796943 -0.624792376 0.545276596 -0.360270538 0.427215473
1403715276.912143230 0.852533924 2.215230539 1.024723100 -0.624615622 0.545210084 -0.360366341 0.427477940
1403715276.962142944 0.849968430 2.219222108 1.025619854 -0.624490422 0.545093868 -0.360564581 0.427641871
1403715277.012143135 0.847295773 2.223135786 1.026629707 -0.624360690 0.545131271 -0.360537795 0.427806176
1403715277.062143087 0.844731429 2.226852630 1.027485059 -0.624478991 0.545257872 -0.360374458 0.427609743
1403715277.112143278 0.841893436 2.230647404 1.028299510 -0.624422551 0.545197507 -0.360457758 0.427698915
1403715277.162142992 0.839002065 2.234585480 1.029136775 -0.624477672 0.545182308 -0.360410320 0.427677786
1403715277.212143183 0.835406742 2.238420995 1.030063551 -0.624351495 0.545382727 -0.360202280 0.427781731
1403715277.262143135 0.831386391 2.242254439 1.030839200 -0.624418913 0.545420417 -0.360310213 0.427544314
1403715277.312143087 0.827144466 2.246093028 1.031496056 -0.624369626 0.545645023 -0.360122901 0.427487516
1403715277.362143040 0.822608007 2.250060910 1.032284661 -0.624502193 0.545551668 -0.360237819 0.427316161
1403715277.412143230 0.817921138 2.253966719 1.033070593 -0.624358057 0.545588614 -0.360202545 0.427509306
1403715277.462142944 0.813285170 2.257856965 1.033722066 -0.624228255 0.545640202 -0.360142462 0.427683601
1403715277.512143135 0.809268028 2.261965723 1.034622788 -0.624264606 0.545736869 -0.360061056 0.427575733
1403715277.562143087 0.805091681 2.266051368 1.035745107 -0.624244679 0.545522967 -0.360301286 0.427675411
1403715277.612143278 0.800936603 2.270183340 1.036449591 -0.624268788 0.545642649 -0.360057744 0.427692648
1403715277.662142992 0.796803847 2.274388040 1.037308394 -0.624100987 0.545735864 -0.360003034 0.427864629
1403715277.712143183 0.792430554 2.278575816 1.038466280 -0.624143356 0.545707105 -0.359980819 0.427858197
1403715277.762143135 0.787939595 2.282887406 1.039564739 -0.624053253 0.545732167 -0.359946969 0.427986120
1403715277.812143087 0.783341165 2.287236082 1.040379459 -0.624207065 0.545568579 -0.360178213 0.427775783
1403715277.862143040 0.778829249 2.291258306 1.041152469 -0.624099519 0.546088750 -0.359597372 0.427757639
1403715277.912143230 0.774177370 2.295523714 1.042338012 -0.624299027 0.545740969 -0.360053135 0.427526911
1403715277.962142944 0.769546066 2.299704242 1.043645554 -0.624046432 0.545775824 -0.359954304 0.427934224
1403715278.012143135 0.765155311 2.303919033 1.044803845 -0.624144952 0.545972039 -0.359642292 0.427802563
1403715278.062143087 0.760586603 2.308464450 1.045930009 -0.624178266 0.545782435 -0.359889285 0.427788183
1403715278.112143278 0.755864282 2.313133016 1.047367836 -0.623940415 0.545745764 -0.360131521 0.427978047
1403715278.162142992 0.751293076 2.317873822 1.048902908 -0.624004981 0.545964997 -0.359675175 0.427988054
1403715278.212143183 0.746696685 2.322542689 1.050433004 -0.623973612 0.545870426 -0.359733911 0.428105037
1403715278.262143135 0.741549563 2.327175463 1.051906232 -0.623823296 0.545664075 -0.360349932 0.428069083
1403715278.312143087 0.736374752 2.331671302 1.054098496 -0.623102313 0.546115353 -0.360815314 0.428151652
1403715278.362143040 0.731186780 2.336053887 1.056892339 -0.622304203 0.546348969 -0.361931007 0.428072691
1403715278.412143230 0.726431256 2.340640206 1.059866685 -0.621984220 0.546395503 -0.362806347 0.427737230
1403715278.462142944 0.722551725 2.345508288 1.063046997 -0.620554270 0.546742727 -0.363378928 0.428882901
1403715278.512143135 0.719765299 2.350983243 1.066757459 -0.618856226 0.546764171 -0.364642580 0.430234473
1403715278.562143087 0.717823050 2.357046421 1.072418479 -0.615657232 0.546023879 -0.367029265 0.433720665
1403715278.612143278 0.717014373 2.363632002 1.080191051 -0.612521881 0.545284293 -0.369203228 0.437231016
1403715278.662142992 0.717675012 2.371237830 1.090252656 -0.611708669 0.544224182 -0.371226236 0.437976742
1403715278.712143183 0.719331122 2.379132836 1.103429825 -0.609483211 0.544638923 -0.371250647 0.440535602
1403715278.762143135 0.721573672 2.387348887 1.119888051 -0.606786605 0.544163949 -0.372225505 0.444008768
1403715278.812143087 0.724367249 2.395894553 1.138666466 -0.605002406 0.543523403 -0.373036035 0.446540610
1403715278.862143040 0.822553412 2.340382557 1.162349270 -0.601977771 0.543852591 -0.371274922 0.451665867
1403715278.912143230 0.828133576 2.344316118 1.184369489 -0.601512380 0.543615141 -0.371488774 0.452395320
1403715278.962142944 0.874996125 2.260003922 1.181926842 -0.599851615 0.546154312 -0.375343505 0.448342236
1403715279.012143135 0.795544605 2.288391136 1.205042316 -0.614209376 0.533563495 -0.359379133 0.457059600
1403715279.062143087 0.803661220 2.316951939 1.195850651 -0.604877914 0.545270396 -0.366707450 0.449809461
