# timestamp tx ty tz qx qy qz qw
1413394885.805760622 -1.063039681 0.407425420 1.398308924 -0.544809730 -0.578724417 0.442815770 0.414939274
1413394885.855760574 -1.062877567 0.407556185 1.398333993 -0.544805558 -0.578763856 0.442778840 0.414929153
1413394885.905760527 -1.062528766 0.407871291 1.398413956 -0.544950322 -0.578792412 0.442561455 0.414931137
1413394885.955760479 -1.061940667 0.408111838 1.398543441 -0.544801140 -0.579115216 0.442614724 0.414619693
1413394886.005760670 -1.060920022 0.408752435 1.398711233 -0.545267340 -0.578590735 0.442546858 0.414811485
1413394886.055760384 -1.059691170 0.409274974 1.398858215 -0.545133047 -0.578777338 0.442481882 0.414796984
1413394886.105760574 -1.058193514 0.410056299 1.399021342 -0.545157753 -0.578830027 0.442479802 0.414693198
1413394886.155760527 -1.056210527 0.410995708 1.399255103 -0.545290206 -0.578771384 0.442474617 0.414606427
1413394886.205760717 -1.053880543 0.412162884 1.399413047 -0.545316083 -0.578820675 0.442388187 0.414595813
1413394886.255760431 -1.051260798 0.413524419 1.399516967 -0.545417321 -0.578824527 0.442310137 0.414540535
1413394886.305760622 -1.048501754 0.414996952 1.399565486 -0.545453793 -0.579009941 0.442141592 0.414413393
1413394886.355760574 -1.045490169 0.416707575 1.399563101 -0.545720566 -0.579264067 0.441781224 0.414091239
1413394886.405760527 -1.042131930 0.418455186 1.399678831 -0.545853813 -0.579401551 0.441640828 0.413872971
1413394886.455760479 -1.038572907 0.420154037 1.399812161 -0.545919363 -0.579438497 0.441641707 0.413733827
1413394886.505760670 -1.034946313 0.422076271 1.399808450 -0.546165020 -0.579564482 0.441503947 0.413380027
1413394886.555760384 -1.031183472 0.424224754 1.399926157 -0.546344592 -0.579987761 0.441007266 0.413079140
1413394886.605760574 -1.027399985 0.426461377 1.400080712 -0.546752455 -0.580163339 0.440885606 0.412422278
1413394886.655760527 -1.023386870 0.428880597 1.400214841 -0.547181407 -0.580285668 0.440705060 0.411873890
1413394886.705760717 -1.019124115 0.431344351 1.400337948 -0.547125632 -0.580626820 0.440208932 0.411997737
1413394886.755760431 -1.014776138 0.433923274 1.400532077 -0.547740467 -0.580928404 0.439862601 0.411124632
1413394886.805760622 -1.010281169 0.436713191 1.400552752 -0.547871240 -0.581290556 0.439411595 0.410920727
1413394886.855760574 -1.005855761 0.439517914 1.400382613 -0.548422764 -0.581883301 0.438629783 0.410180703
1413394886.905760527 -1.001581711 0.442393534 1.400141877 -0.548511991 -0.582645290 0.437442145 0.410248013
1413394886.955760479 -0.996841497 0.445787459 1.398776789 -0.550225128 -0.583765464 0.436163420 0.407715174
1413394887.005760670 -0.990812891 0.449412805 1.398420792 -0.549829739 -0.583561337 0.436154665 0.408549302
1413394887.055760384 -0.985132321 0.453444265 1.397968926 -0.551188424 -0.585337151 0.433054935 0.407474127
1413394887.105760574 -0.979090996 0.457935606 1.399246790 -0.552407479 -0.587033289 0.430003938 0.406613463
1413394887.155760527 -0.972186004 0.462917599 1.402547204 -0.553169399 -0.587918973 0.427667488 0.406762113
1413394887.205760717 -1.229975643 0.424327021 1.412801850 -0.560167802 -0.597199775 0.413803654 0.397908278
1413394887.255760431 -1.244028637 0.425948047 1.418889350 -0.560072468 -0.597813748 0.411578189 0.399425773
1413394887.305760622 -1.258723380 0.427364408 1.426473235 -0.559393849 -0.597445118 0.410693889 0.401831285
1413394887.355760574 -1.274670067 0.428471175 1.435362752 -0.559975272 -0.598804640 0.407407746 0.402342673
1413394887.405760527 -1.291696144 0.429506911 1.447132799 -0.561941999 -0.599886238 0.404289510 0.401133001
1413394887.455760479 -1.309142394 0.430052594 1.463264567 -0.560960367 -0.600243210 0.402623979 0.403640294
1413394887.505760670 -1.327835430 0.430648166 1.482114058 -0.561499018 -0.600186884 0.401637941 0.403957326
1413394887.555760384 -1.142097040 0.504824327 1.552834686 -0.547247369 -0.608930309 0.404356145 0.407701243
1413394887.605760574 -1.136101122 0.502673342 1.585532420 -0.548590882 -0.610379358 0.402032379 0.406023459
1413394887.655760527 -1.134640057 0.496758222 1.615062390 -0.551040320 -0.612695394 0.397420614 0.403752122
1413394887.705760717 -1.134517991 0.488747139 1.643455438 -0.554587122 -0.614480225 0.393245176 0.400256679
1413394887.755760431 -1.134932300 0.479959388 1.669717559 -0.558062390 -0.615762086 0.389992145 0.396622678
1413394887.805760622 -1.137350939 0.469917468 1.691468981 -0.560773323 -0.616617559 0.387643562 0.393762028
1413394887.855760574 -1.141729892 0.456744931 1.707577784 -0.561847261 -0.617858289 0.384313616 0.393550295
1413394887.905760527 -1.147801828 0.443701430 1.719939863 -0.564308884 -0.617880590 0.382430851 0.391823563
1413394887.955760479 -1.155726447 0.430006888 1.729336416 -0.565316705 -0.617048594 0.382344326 0.391766349
1413394888.005760670 -1.165277130 0.413467982 1.738428439 -0.566234678 -0.615166461 0.383399349 0.392369028
1413394888.055760384 -1.176090186 0.397594389 1.749050616 -0.564925401 -0.612838353 0.385790557 0.395542780
1413394888.105760574 -1.181439989 0.383626528 1.755081937 -0.562144516 -0.610021499 0.389656615 0.400043794
1413394888.155760527 -1.187651012 0.339388410 1.732894298 -0.560257697 -0.602778091 0.393798731 0.409502680
1413394888.205760717 -1.203242350 0.325942040 1.744742338 -0.557758734 -0.601125940 0.396596063 0.412631024
1413394888.255760431 -1.218451603 0.312718481 1.757836976 -0.556048924 -0.600047505 0.398829768 0.414351785
1413394888.305760622 -1.231332478 0.296271477 1.775607710 -0.555110677 -0.601124721 0.397720586 0.415113890
1413394888.355760574 -1.243898166 0.281331052 1.795234875 -0.555154774 -0.601308278 0.398390237 0.414145809
1413394888.405760527 -1.256496019 0.265755441 1.816194059 -0.555434343 -0.602732589 0.396842431 0.413185433
1413394888.455760479 -1.268857958 0.249584665 1.838478727 -0.555826319 -0.603654575 0.396370612 0.411762790
1413394888.505760670 -1.281130621 0.232702598 1.861852315 -0.557726115 -0.604017460 0.396271521 0.408746096
1413394888.555760384 -1.295540129 0.214255687 1.883116172 -0.559929597 -0.603647045 0.396627886 0.405925378
1413394888.605760574 -1.310650085 0.195663716 1.900427400 -0.561718451 -0.603606676 0.397010365 0.403130417
1413394888.655760527 -1.326613015 0.177451109 1.913571129 -0.562642221 -0.602710728 0.398622699 0.401588662
1413394888.705760717 -1.344763609 0.159135287 1.923069901 -0.561845497 -0.600795363 0.401527395 0.402678930
1413394888.755760431 -1.362599784 0.141889713 1.930307128 -0.562036642 -0.597422051 0.406719537 0.402219996
1413394888.805760622 -1.382338377 0.124694343 1.937349977 -0.561435188 -0.593003493 0.412805759 0.403396571
1413394888.855760574 -1.402725580 0.107413443 1.943180446 -0.561329523 -0.589817091 0.417530735 0.403352267
1413394888.905760527 -1.423345133 0.090797841 1.950319520 -0.561333856 -0.586620558 0.422226305 0.403119796
1413394888.955760479 -1.444187005 0.075002893 1.958311085 -0.561822600 -0.583898006 0.425959125 0.402464046
1413394889.005760670 -1.464671913 0.059904212 1.966339591 -0.561925477 -0.582705962 0.427952685 0.401932854
1413394889.055760384 -1.485138165 0.046300163 1.974986989 -0.561890780 -0.580829606 0.430525960 0.401949148
1413394889.105760574 -1.506322715 0.034453116 1.982885596 -0.562566750 -0.579612118 0.432189122 0.400975070
1413394889.155760527 -1.527534491 0.022436983 1.991069160 -0.561146013 -0.579961626 0.432128040 0.402523318
1413394889.205760717 -1.548138353 0.010432393 2.002230172 -0.557840650 -0.579272435 0.432645102 0.407523583
1413394889.255760431 -1.568402546 -0.001439849 2.014467500 -0.552037173 -0.574537142 0.438466158 0.415823833
1413394889.305760622 -1.586115071 -0.011580694 2.025002652 -0.543521677 -0.567231018 0.447372017 0.427424189
1413394889.355760574 -1.599916050 -0.020342150 2.037019854 -0.531638426 -0.556900567 0.459721464 0.442581652
1413394889.405760527 -1.610574525 -0.028358930 2.050203715 -0.520513892 -0.545165321 0.473365198 0.455834894
1413394889.455760479 -1.616124001 -0.034638250 2.063491467 -0.509060380 -0.534641473 0.484477474 0.469358714
1413394889.505760670 -1.617517858 -0.040069739 2.076332053 -0.503227836 -0.529356912 0.490009432 0.475850567
1413394889.555760384 -1.615076014 -0.044670140 2.086224352 -0.504645513 -0.533298927 0.484950644 0.475129492
1413394889.605760574 -1.607910328 -0.047807459 2.093029979 -0.514909968 -0.543854768 0.473327204 0.463735996
1413394889.655760527 -1.593723615 -0.048807965 2.091528375 -0.527587758 -0.557897782 0.456508293 0.449445658
1413394889.705760717 -1.577154461 -0.051932350 2.092181132 -0.541912558 -0.572907054 0.437414500 0.432176865
1413394889.755760431 -1.557808895 -0.055642644 2.091440776 -0.555872420 -0.588281975 0.416351145 0.414224449
1413394889.805760622 -1.537531527 -0.060222026 2.093329715 -0.568931143 -0.601002357 0.397814988 0.396051457
1413394889.855760574 -1.517523612 -0.065073368 2.096475781 -0.579842109 -0.611113047 0.381864982 0.380135645
1413394889.905760527 -1.499536006 -0.070559165 2.100479264 -0.589484465 -0.619329101 0.367316490 0.366084861
1413394889.955760479 -1.485194342 -0.076116793 2.105780864 -0.597680117 -0.625322084 0.356370441 0.353200904
1413394890.005760670 -1.474718707 -0.082778807 2.108442647 -0.604016370 -0.631274119 0.344860519 0.343115773
1413394890.055760384 -1.470170859 -0.089445255 2.110659079 -0.609474970 -0.636136947 0.335337490 0.333794567
1413394890.105760574 -1.471591118 -0.096112877 2.111019301 -0.614752742 -0.637478005 0.330744197 0.326050816
1413394890.155760527 -1.478022467 -0.102929856 2.112866126 -0.616051721 -0.633951959 0.335034214 0.326093954
1413394890.205760717 -1.490955724 -0.108861756 2.117200389 -0.611871007 -0.626513201 0.347217155 0.335462856
1413394890.255760431 -1.510055247 -0.113707139 2.121467063 -0.607187155 -0.614392858 0.366012008 0.346237469
1413394890.305760622 -1.532734243 -0.117581995 2.122190314 -0.600343996 -0.600860166 0.386527752 0.359375075
1413394890.355760574 -1.568336089 -0.112914689 2.125842883 -0.591937496 -0.586438502 0.408017113 0.373124537
1413394890.405760527 -1.597887054 -0.114264454 2.123514405 -0.582496203 -0.570863788 0.429836912 0.387366671
1413394890.455760479 -1.627831038 -0.114252788 2.119644082 -0.571369543 -0.557487651 0.448519318 0.401963663
1413394890.505760670 -1.656160105 -0.109837038 2.115080885 -0.559255863 -0.544093835 0.466438694 0.416688999
1413394890.555760384 -1.681565977 -0.105701900 2.110227274 -0.547507759 -0.532796402 0.480165161 0.431050654
1413394890.605760574 -1.701313577 -0.100811159 2.104763681 -0.536505418 -0.525454286 0.489886165 0.442799362
1413394890.655760527 -1.716802778 -0.095338889 2.099178132 -0.525822417 -0.521717809 0.494782770 0.454435170
1413394890.705760717 -1.727097777 -0.087909939 2.094459653 -0.517781630 -0.518951617 0.498231091 0.462987239
1413394890.755760431 -1.732355063 -0.079022913 2.089313815 -0.513782015 -0.521266737 0.496653366 0.466523808
1413394890.805760622 -1.732772678 -0.069068436 2.082559666 -0.516353423 -0.531683267 0.485386472 0.463780141
1413394890.855760574 -1.730691027 -0.059087752 2.075430369 -0.526010301 -0.545201364 0.471304362 0.451598089
1413394890.905760527 -1.724256282 -0.047893878 2.068844996 -0.538122757 -0.561379630 0.453007717 0.435959650
1413394890.955760479 -1.709740214 -0.041441734 2.054975165 -0.550713259 -0.578675819 0.431920022 0.418681617
1413394891.005760670 -1.695862041 -0.031083177 2.046124391 -0.563413864 -0.595252414 0.409436280 0.400750936
1413394891.055760384 -1.683681588 -0.019976893 2.039532710 -0.574560551 -0.608731760 0.390051146 0.383648174
1413394891.105760574 -1.675415087 -0.010849269 2.032776290 -0.582942850 -0.620160839 0.372483156 0.369911430
1413394891.155760527 -1.669335389 -0.000150771 2.028408042 -0.590446242 -0.627837844 0.359525606 0.357678928
1413394891.205760717 -1.668656474 0.010835360 2.024872680 -0.595406057 -0.633875373 0.349204505 0.348926714
1413394891.255760431 -1.673560667 0.020627514 2.022234482 -0.598356369 -0.638634052 0.341002051 0.343269288
1413394891.305760622 -1.683586499 0.026170218 2.019688404 -0.599827865 -0.640662318 0.337200267 0.340667444
1413394891.355760574 -1.700801858 0.033541595 2.020295420 -0.598318658 -0.641329279 0.336562513 0.342691136
1413394891.405760527 -1.722071211 0.040100693 2.022945897 -0.592252353 -0.638580085 0.342262770 0.352574561
1413394891.455760479 -1.747020562 0.046180366 2.024958274 -0.586277355 -0.632730503 0.352565674 0.362806311
1413394891.505760670 -1.780454262 0.053244710 2.030253085 -0.578180701 -0.626316743 0.363885919 0.375528230
