timestamp_ns,p_x,p_y,p_z,q_w,q_x,q_y,q_z
1403715524912143104,0.492879400,1.956628183,0.951033099,0.269201732,-0.408998175,0.699973057,-0.519892912
1403715524962142976,0.492637426,1.956037853,0.950750488,0.269281356,-0.408924026,0.699995548,-0.519879723
1403715525012143104,0.492466910,1.955626385,0.950555401,0.269385410,-0.408848993,0.699998327,-0.519881087
1403715525062142976,0.492298998,1.955295296,0.950383888,0.269415488,-0.408924567,0.700000143,-0.519803610
1403715525112143104,0.492111765,1.955027551,0.950244677,0.269547829,-0.408777625,0.700110576,-0.519701840
1403715525162142976,0.491984648,1.954811431,0.950170278,0.269502041,-0.408803977,0.700106068,-0.519710931
1403715525212143104,0.491912704,1.954744608,0.950092250,0.269550595,-0.408581556,0.700262355,-0.519650097
1403715525262142976,0.491870898,1.954739128,0.950103160,0.269370078,-0.408373987,0.700387258,-0.519738528
1403715525312143104,0.491943470,1.954767835,0.950071492,0.269357431,-0.408407942,0.700464994,-0.519613624
1403715525362142976,0.492046806,1.954795603,0.950091850,0.269358721,-0.408431570,0.700538349,-0.519495480
1403715525412143104,0.492110691,1.954864931,0.950108727,0.269403494,-0.408487611,0.700553622,-0.519407597
1403715525462142976,0.492212120,1.954988561,0.950091770,0.269461916,-0.408652036,0.700560686,-0.519238398
1403715525512143104,0.492270931,1.955023451,0.950111533,0.269390757,-0.408687477,0.700545016,-0.519268569
1403715525562142976,0.492287563,1.955018042,0.950105412,0.269389455,-0.408626289,0.700623370,-0.519211683
1403715525612143104,0.492253867,1.954960404,0.950137778,0.269179479,-0.408603514,0.700721488,-0.519206098
1403715525662142976,0.492150757,1.954893926,0.950183362,0.268990398,-0.408372385,0.700867542,-0.519288792
1403715525712143104,0.492133402,1.954917807,0.950262314,0.269006788,-0.408539196,0.700733392,-0.519330133
1403715525762142976,0.492146836,1.954979618,0.950327737,0.269137403,-0.408583792,0.700699922,-0.519272533
1403715525812143104,0.492234994,1.955064741,0.950394674,0.269177758,-0.408754917,0.700603967,-0.519246410
1403715525862142976,0.492353249,1.955199679,0.950484295,0.269283053,-0.408936228,0.700508310,-0.519178107
1403715525912143104,0.492337604,1.955250701,0.950636210,0.269277567,-0.408832247,0.700458117,-0.519330542
1403715525962142976,0.492294780,1.955310739,0.950737295,0.269264324,-0.408746818,0.700417374,-0.519459590
1403715526012143104,0.492319474,1.955392366,0.950751268,0.269279925,-0.408743507,0.700425701,-0.519442879
1403715526062142976,0.492330688,1.955441370,0.950796020,0.269302544,-0.408676263,0.700392448,-0.519528893
1403715526112143104,0.492330778,1.955436798,0.950782078,0.269319480,-0.408690730,0.700439009,-0.519445954
1403715526162142976,0.492315680,1.955455880,0.950752900,0.269329383,-0.408673177,0.700415137,-0.519486817
1403715526212143104,0.492287149,1.955463932,0.950702635,0.269301511,-0.408679868,0.700436319,-0.519467444
1403715526262142976,0.492283807,1.955465340,0.950660344,0.269324272,-0.408635058,0.700469905,-0.519445607
1403715526312143104,0.492273101,1.955438455,0.950642268,0.269288560,-0.408615494,0.700479493,-0.519466581
1403715526362142976,0.492296904,1.955401217,0.950597370,0.269340831,-0.408654236,0.700493279,-0.519390411
1403715526412143104,0.492299153,1.955407427,0.950569830,0.269428091,-0.408643844,0.700456817,-0.519402502
